date,total_viajes,total_ecologicos,total_tradicionales,porcentaje_ecologicos,porcentaje_tradicionales,promedio_precio_ecologico,promedio_precio_tradicional,promedio_velocidad_ecologica,promedio_velocidad_tradicional
2023-09-18,82592,1918,80674,2.32,97.68,22.13,25.14,0.2,0.18
2023-09-17,79552,1508,78044,1.9,98.1,22.32,24.64,0.27,0.75
2023-09-16,99697,1696,98001,1.7,98.3,21.96,23.16,0.27,0.17
2023-09-15,103339,2029,101310,1.96,98.04,21.95,24.08,0.21,0.22
2023-09-14,112128,2082,110046,1.86,98.14,22.83,24.76,0.18,0.22
2023-09-13,107233,2009,105224,1.87,98.13,21.95,24.74,0.2,0.23
2023-09-12,105931,1943,103988,1.83,98.17,22.54,24.9,0.22,0.18
2023-09-11,93845,1930,91915,2.06,97.94,22.18,24.56,0.23,0.24
2023-09-10,91051,1535,89516,1.69,98.31,21.88,23.52,0.3,0.2
2023-09-09,105625,1766,103859,1.67,98.33,22.38,23.95,0.31,0.19
2023-09-08,110499,2124,108375,1.92,98.08,23.26,24.6,0.21,0.26
2023-09-07,117084,2120,114964,1.81,98.19,23.36,24.66,0.43,0.19
2023-09-06,106548,2053,104495,1.93,98.07,23.5,24.47,0.59,0.18
2023-09-05,90908,2041,88867,2.25,97.75,23.51,23.81,0.24,0.21
2023-09-04,61562,1520,60042,2.47,97.53,25.1,23.88,0.68,0.29
2023-09-03,69206,1427,67779,2.06,97.94,24.76,23.41,0.29,0.22
2023-09-02,73982,1377,72605,1.86,98.14,24.55,23.02,0.28,0.23
2023-09-01,76211,1828,74383,2.4,97.6,22.94,23.97,0.29,0.2
2023-08-31,80792,1767,79025,2.19,97.81,23.64,24.33,0.22,0.18
2023-08-30,82947,1785,81162,2.15,97.85,24.19,24.02,0.22,0.17
2023-08-29,84912,1753,83159,2.06,97.94,23.73,24.09,0.28,0.26
2023-08-28,69012,1653,67359,2.4,97.6,23.11,23.64,0.26,0.23
2023-08-27,71425,1332,70093,1.86,98.14,21.91,23.77,0.23,0.61
2023-08-26,82274,1440,80834,1.75,98.25,21.99,22.85,0.22,0.56
2023-08-25,79994,1595,78399,1.99,98.01,21.71,23.45,0.36,0.21
2023-08-24,86038,1783,84255,2.07,97.93,21.95,23.76,0.3,0.18
2023-08-23,83804,1688,82116,2.01,97.99,22.2,23.51,0.54,0.36
2023-08-22,78831,1578,77253,2.0,98.0,21.29,23.57,0.23,0.23
2023-08-21,71201,1548,69653,2.17,97.83,21.69,23.32,0.36,0.24
2023-08-20,68773,1413,67360,2.05,97.95,22.23,23.99,0.23,0.29
2023-08-19,81764,1558,80206,1.91,98.09,22.01,23.38,0.27,0.26
2023-08-18,81079,1792,79287,2.21,97.79,21.53,23.68,0.31,0.46
2023-08-17,90966,1715,89251,1.89,98.11,21.33,23.46,0.2,0.19
2023-08-16,90846,1748,89098,1.92,98.08,21.67,23.37,0.31,0.2
2023-08-15,85366,1640,83726,1.92,98.08,21.72,23.35,0.21,0.62
2023-08-14,74906,1593,73313,2.13,97.87,21.7,23.37,0.23,0.35
2023-08-13,70314,1380,68934,1.96,98.04,22.42,24.32,0.23,0.24
2023-08-12,82221,1466,80755,1.78,98.22,22.61,22.76,0.22,0.27
2023-08-11,83386,1671,81715,2.0,98.0,21.97,23.43,0.2,0.19
2023-08-10,95344,1878,93466,1.97,98.03,21.53,23.76,0.29,0.39
2023-08-09,91905,1712,90193,1.86,98.14,22.16,23.5,0.2,0.19
2023-08-08,87118,1707,85411,1.96,98.04,22.17,23.82,0.23,0.3
2023-08-07,74906,1615,73291,2.16,97.84,20.89,23.09,0.29,0.19
2023-08-06,71996,1432,70564,1.99,98.01,22.67,23.41,0.29,0.22
2023-08-05,85267,1487,83780,1.74,98.26,21.83,22.75,0.31,0.2
2023-08-04,83366,1726,81640,2.07,97.93,21.98,23.71,0.3,0.2
2023-08-03,93937,1885,92052,2.01,97.99,22.07,23.81,0.2,0.2
2023-08-02,93041,1753,91288,1.88,98.12,21.89,23.83,0.25,0.21
2023-08-01,89606,1706,87900,1.9,98.1,22.08,23.79,0.2,0.21
2023-07-31,76788,1653,75135,2.15,97.85,21.66,23.61,0.24,0.31
2023-07-30,77235,1454,75781,1.88,98.12,21.35,23.84,0.22,0.24
2023-07-29,89116,1582,87534,1.78,98.22,21.51,22.65,0.35,0.2
2023-07-28,92832,1824,91008,1.96,98.04,21.72,23.37,0.32,0.22
2023-07-27,103286,1937,101349,1.88,98.12,21.96,23.84,0.22,0.24
2023-07-26,99081,1785,97296,1.8,98.2,22.5,24.48,0.19,0.21
2023-07-25,94231,1716,92515,1.82,98.18,22.05,24.22,0.22,0.4
2023-07-24,80801,1627,79174,2.01,97.99,21.45,23.54,0.21,0.26
2023-07-23,77468,1368,76100,1.77,98.23,22.61,23.58,0.34,0.25
2023-07-22,91149,1440,89709,1.58,98.42,21.95,23.05,0.24,0.21
2023-07-21,91177,1703,89474,1.87,98.13,22.52,23.48,0.2,0.19
2023-07-20,101580,1854,99726,1.83,98.17,22.54,24.01,0.2,0.23
2023-07-19,101271,1755,99516,1.73,98.27,22.37,24.23,0.2,0.28
2023-07-18,97063,1726,95337,1.78,98.22,22.03,24.09,0.28,0.21
2023-07-17,83278,1725,81553,2.07,97.93,20.94,23.66,0.2,0.23
2023-07-16,71779,1412,70367,1.97,98.03,22.22,23.49,0.26,0.38
2023-07-15,92350,1669,90681,1.81,98.19,21.12,22.94,0.3,0.3
2023-07-14,90058,1817,88241,2.02,97.98,21.91,23.49,0.2,0.19
2023-07-13,103601,1951,101650,1.88,98.12,21.93,23.94,0.2,0.19
2023-07-12,101552,1887,99665,1.86,98.14,21.45,24.06,0.21,0.26
2023-07-11,94156,1647,92509,1.75,98.25,21.43,23.92,0.27,0.18
2023-07-10,78997,1678,77319,2.12,97.88,21.96,23.6,0.23,0.2
2023-07-09,71424,1498,69926,2.1,97.9,21.5,22.71,0.24,0.5
2023-07-08,83265,1436,81829,1.72,98.28,21.29,22.7,0.32,0.27
2023-07-07,82985,1789,81196,2.16,97.84,21.95,23.29,0.21,0.28
2023-07-06,85085,1776,83309,2.09,97.91,21.51,23.66,0.24,0.25
2023-07-05,76668,1749,74919,2.28,97.72,21.25,23.28,0.21,0.2
2023-07-04,50860,1099,49761,2.16,97.84,20.99,23.02,0.26,0.28
2023-07-03,58125,1450,56675,2.49,97.51,20.92,22.76,0.24,0.28
2023-07-02,62134,1427,60707,2.3,97.7,21.82,22.82,0.28,0.24
2023-07-01,74111,1532,72579,2.07,97.93,21.21,22.56,0.98,0.24
2023-06-30,85825,1777,84048,2.07,97.93,21.57,23.37,0.23,0.22
2023-06-29,94121,1710,92411,1.82,98.18,22.46,24.44,0.21,0.71
2023-06-28,95816,1489,94327,1.55,98.45,21.49,23.76,0.2,0.23
2023-06-27,99041,1845,97196,1.86,98.14,21.3,23.6,0.19,0.24
2023-06-26,89119,1761,87358,1.98,98.02,21.85,23.64,0.29,0.42
2023-06-25,83823,1443,82380,1.72,98.28,21.99,24.18,0.23,0.22
2023-06-24,100199,1614,98585,1.61,98.39,21.65,23.04,0.21,0.23
2023-06-23,104024,1905,102119,1.83,98.17,22.73,23.6,2.66,0.22
2023-06-22,110887,2041,108846,1.84,98.16,22.39,24.03,0.23,0.25
2023-06-21,106229,1906,104323,1.79,98.21,22.29,24.37,0.21,0.35
2023-06-20,97975,1748,96227,1.78,98.22,21.99,24.52,0.19,0.19
2023-06-19,76050,1449,74601,1.91,98.09,21.4,23.53,0.21,0.24
2023-06-18,83031,1543,81488,1.86,98.14,21.74,23.48,0.36,0.25
2023-06-17,98116,1641,96475,1.67,98.33,22.14,22.8,0.24,0.22
2023-06-16,100367,1971,98396,1.96,98.04,22.24,23.67,0.21,0.24
2023-06-15,116473,2136,114337,1.83,98.17,22.35,24.23,0.18,0.2
2023-06-14,112971,2103,110868,1.86,98.14,22.05,24.22,0.19,0.2
2023-06-13,107807,1962,105845,1.82,98.18,21.91,24.1,0.19,0.22
2023-06-12,96809,1923,94886,1.99,98.01,21.26,23.45,0.21,0.22
2023-06-11,85943,1584,84359,1.84,98.16,22.6,23.99,0.32,0.25
2023-06-10,104363,1709,102654,1.64,98.36,22.04,22.8,0.2,0.25
2023-06-09,105401,2085,103316,1.98,98.02,21.79,23.59,0.3,0.22
2023-06-08,109292,1871,107421,1.71,98.29,21.91,23.97,0.29,0.22
2023-06-07,113122,2008,111114,1.78,98.22,21.87,24.12,0.19,0.17
2023-06-06,111322,2018,109304,1.81,98.19,21.25,24.18,0.22,0.18
2023-06-05,92558,1790,90768,1.93,98.07,21.85,23.65,0.26,0.28
2023-06-04,89108,1660,87448,1.86,98.14,22.34,24.2,0.24,0.22
2023-06-03,109651,1875,107776,1.71,98.29,22.04,22.93,0.28,0.23
2023-06-02,108978,2097,106881,1.92,98.08,21.53,23.42,0.23,0.28
2023-06-01,112356,2090,110266,1.86,98.14,22.53,24.39,0.19,0.23
2023-05-31,105393,1976,103417,1.87,98.13,22.61,24.13,0.19,0.18
2023-05-30,90664,1857,88807,2.05,97.95,22.36,23.85,0.39,0.18
2023-05-29,66192,1438,64754,2.17,97.83,20.71,23.79,0.24,0.27
2023-05-28,75612,1315,74297,1.74,98.26,21.63,23.54,0.4,0.25
2023-05-27,86366,1509,84857,1.75,98.25,22.26,22.86,0.29,0.22
2023-05-26,92670,1886,90784,2.04,97.96,21.86,23.64,0.38,0.27
2023-05-25,106344,2072,104272,1.95,98.05,21.82,24.11,0.25,0.43
2023-05-24,115317,2087,113230,1.81,98.19,21.89,23.91,0.19,0.2
2023-05-23,107074,1879,105195,1.75,98.25,22.25,23.98,0.19,0.19
2023-05-22,93340,1941,91399,2.08,97.92,20.94,23.62,0.2,0.3
2023-05-21,90807,1561,89246,1.72,98.28,22.49,24.25,0.25,0.21
2023-05-20,109783,1708,108075,1.56,98.44,20.94,23.44,0.2,0.18
2023-05-19,116934,2203,114731,1.88,98.12,22.22,23.78,0.26,0.23
2023-05-18,121946,2230,119716,1.83,98.17,22.46,24.78,0.21,0.19
2023-05-17,121008,2166,118842,1.79,98.21,22.87,24.76,0.19,0.23
2023-05-16,114161,1950,112211,1.71,98.29,22.19,24.6,0.24,0.17
2023-05-15,97614,1967,95647,2.02,97.98,21.62,23.91,0.19,0.21
2023-05-14,98634,1691,96943,1.71,98.29,21.47,23.38,0.22,0.28
2023-05-13,113162,1757,111405,1.55,98.45,21.82,23.05,0.22,0.19
2023-05-12,114385,2173,112212,1.9,98.1,21.35,23.92,0.18,0.18
2023-05-11,118636,2208,116428,1.86,98.14,22.58,24.28,0.19,0.19
2023-05-10,109978,1949,108029,1.77,98.23,21.9,24.65,0.21,0.23
2023-05-09,106173,1950,104223,1.84,98.16,21.47,23.98,0.53,0.4
2023-05-08,88576,1942,86634,2.19,97.81,21.19,23.85,0.25,0.26
2023-05-07,90068,1556,88512,1.73,98.27,21.46,23.34,0.21,0.24
2023-05-06,113735,1803,111932,1.59,98.41,21.36,23.01,0.21,0.2
2023-05-05,111167,1984,109183,1.78,98.22,21.76,23.64,0.3,0.29
2023-05-04,115963,2072,113891,1.79,98.21,21.46,24.09,0.2,0.23
2023-05-03,109849,1987,107862,1.81,98.19,21.18,23.93,0.19,0.17
2023-05-02,105296,1885,103411,1.79,98.21,21.22,23.74,0.18,0.17
2023-05-01,88621,2072,86549,2.34,97.66,21.46,24.28,0.19,0.22
2023-04-30,84130,1467,82663,1.74,98.26,20.63,23.65,0.28,0.39
2023-04-29,101885,1523,100362,1.49,98.51,20.49,22.98,0.37,0.17
2023-04-28,112662,2300,110362,2.04,97.96,21.6,23.6,0.19,0.18
2023-04-27,113155,2300,110855,2.03,97.97,22.18,24.39,0.2,0.17
2023-04-26,110355,2162,108193,1.96,98.04,21.46,24.17,0.18,0.19
2023-04-25,103242,2051,101191,1.99,98.01,22.12,24.16,0.25,0.21
2023-04-24,89167,1864,87303,2.09,97.91,21.42,23.85,0.23,0.21
2023-04-23,86809,1462,85347,1.68,98.32,21.9,23.67,0.23,0.24
2023-04-22,110157,1759,108398,1.6,98.4,21.34,22.64,0.25,0.34
2023-04-21,106399,1617,104782,1.52,98.48,21.5,23.38,0.21,0.21
2023-04-20,114572,2091,112481,1.83,98.17,22.24,24.39,0.24,0.19
2023-04-19,108168,1927,106241,1.78,98.22,21.62,23.99,0.19,0.25
2023-04-18,105596,2057,103539,1.95,98.05,21.49,23.73,0.2,0.22
2023-04-17,87800,1926,85874,2.19,97.81,20.74,23.52,0.2,0.22
2023-04-16,88561,1558,87003,1.76,98.24,21.59,23.23,0.22,0.24
2023-04-15,110807,1778,109029,1.6,98.4,20.81,23.01,0.2,0.25
2023-04-14,114318,2061,112257,1.8,98.2,21.34,23.52,0.3,0.19
2023-04-13,112419,1946,110473,1.73,98.27,21.46,23.93,0.23,0.22
2023-04-12,104671,1834,102837,1.75,98.25,21.26,23.5,0.29,0.2
2023-04-11,96383,1918,94465,1.99,98.01,21.55,23.57,0.34,0.27
2023-04-10,80630,1896,78734,2.35,97.65,21.54,23.48,0.24,0.27
2023-04-09,80142,1616,78526,2.02,97.98,20.71,22.9,0.24,0.25
2023-04-08,95510,1665,93845,1.74,98.26,20.45,21.94,0.22,0.2
2023-04-07,97836,1861,95975,1.9,98.1,20.54,22.71,0.21,0.28
2023-04-06,99227,1954,97273,1.97,98.03,20.83,23.28,0.29,0.2
2023-04-05,107022,2079,104943,1.94,98.06,21.22,23.32,0.19,0.21
2023-04-04,100606,1998,98608,1.99,98.01,21.36,23.0,0.19,0.24
2023-04-03,88064,1978,86086,2.25,97.75,20.83,23.36,0.19,0.29
2023-04-02,89900,1541,88359,1.71,98.29,20.89,22.91,0.21,0.24
2023-04-01,108758,1692,107066,1.56,98.44,20.8,22.3,0.23,0.21
2023-03-31,105155,2105,103050,2.0,98.0,21.11,23.36,0.19,0.25
2023-03-30,109260,2143,107117,1.96,98.04,21.32,23.67,0.2,0.21
2023-03-29,102545,2136,100409,2.08,97.92,20.99,23.62,0.2,0.22
2023-03-28,96289,1869,94420,1.94,98.06,21.09,23.54,0.2,0.22
2023-03-27,87404,2000,85404,2.29,97.71,20.35,23.2,0.24,0.24
2023-03-26,84437,1452,82985,1.72,98.28,20.27,23.47,0.23,0.33
2023-03-25,108090,1730,106360,1.6,98.4,20.2,22.03,0.22,0.19
2023-03-24,101718,2079,99639,2.04,97.96,21.17,23.26,0.2,0.27
2023-03-23,103986,1962,102024,1.89,98.11,20.99,23.52,0.19,0.2
2023-03-22,97599,1988,95611,2.04,97.96,20.85,23.66,0.2,0.19
2023-03-21,93411,1933,91478,2.07,97.93,21.03,23.4,0.19,0.21
2023-03-20,81478,1976,79502,2.43,97.57,20.5,23.27,0.28,0.22
2023-03-19,89724,1574,88150,1.75,98.25,20.63,23.17,0.32,0.24
2023-03-18,113323,1862,111461,1.64,98.36,20.34,22.57,0.47,0.23
2023-03-17,102585,2256,100329,2.2,97.8,21.5,24.07,0.19,0.2
2023-03-16,113638,2286,111352,2.01,97.99,20.9,24.07,0.18,0.2
2023-03-15,110102,2161,107941,1.96,98.04,21.29,23.76,0.3,0.27
2023-03-14,100042,1994,98048,1.99,98.01,20.62,22.82,0.37,0.21
2023-03-13,91586,2089,89497,2.28,97.72,20.22,23.04,0.18,0.2
2023-03-12,86181,1522,84659,1.77,98.23,20.55,23.03,0.21,0.25
2023-03-11,104049,1834,102215,1.76,98.24,20.38,22.03,0.24,0.2
2023-03-10,112262,2161,110101,1.92,98.08,20.81,23.18,0.22,0.25
2023-03-09,112550,2228,110322,1.98,98.02,21.48,23.62,0.2,0.21
2023-03-08,109032,2231,106801,2.05,97.95,21.38,23.58,0.19,0.21
2023-03-07,106462,2272,104190,2.13,97.87,20.56,23.09,0.2,0.19
2023-03-06,85001,1990,83011,2.34,97.66,20.55,23.17,0.2,0.21
2023-03-05,88217,1606,86611,1.82,98.18,20.59,23.16,0.3,0.24
2023-03-04,106228,1891,104337,1.78,98.22,20.1,22.27,0.21,0.2
2023-03-03,108137,2331,105806,2.16,97.84,20.73,22.89,0.19,0.39
2023-03-02,110118,2216,107902,2.01,97.99,20.77,23.47,0.3,0.47
2023-03-01,107107,2257,104850,2.11,97.89,20.69,23.4,0.19,0.34
2023-02-28,93973,1928,92045,2.05,97.95,20.49,22.72,0.22,0.24
2023-02-27,84903,2061,82842,2.43,97.57,19.92,22.87,0.19,0.21
2023-02-26,82793,1461,81332,1.76,98.24,21.05,23.21,0.24,0.26
2023-02-25,106548,1740,104808,1.63,98.37,20.04,22.41,0.22,0.22
2023-02-24,107370,2329,105041,2.17,97.83,20.22,23.01,0.21,0.21
2023-02-23,107031,2180,104851,2.04,97.96,21.14,23.51,0.24,0.22
2023-02-22,103321,2101,101220,2.03,97.97,20.92,23.34,0.2,0.2
2023-02-21,92115,2006,90109,2.18,97.82,20.94,23.07,0.24,0.44
2023-02-20,70837,1537,69300,2.17,97.83,20.68,22.73,0.27,0.24
2023-02-19,82505,1537,80968,1.86,98.14,20.75,22.89,0.26,0.27
2023-02-18,98442,1824,96618,1.85,98.15,19.89,22.49,0.26,0.2
2023-02-17,103327,2263,101064,2.19,97.81,20.84,22.95,0.19,0.2
2023-02-16,104996,2292,102704,2.18,97.82,21.12,23.34,0.19,0.19
2023-02-15,102238,2195,100043,2.15,97.85,21.06,23.46,0.2,0.21
2023-02-14,101966,2093,99873,2.05,97.95,20.98,23.22,0.19,0.18
2023-02-13,85802,1870,83932,2.18,97.82,20.26,22.88,0.27,0.22
2023-02-12,86827,1637,85190,1.89,98.11,20.26,22.59,0.27,0.23
2023-02-11,108206,1865,106341,1.72,98.28,20.8,22.56,0.25,0.19
2023-02-10,106389,2258,104131,2.12,97.88,21.1,23.2,0.27,0.2
2023-02-09,107146,2255,104891,2.1,97.9,21.53,23.43,0.39,0.18
2023-02-08,102089,2206,99883,2.16,97.84,20.77,23.1,0.19,0.19
2023-02-07,99825,2145,97680,2.15,97.85,20.74,22.75,0.2,0.21
2023-02-06,83744,2002,81742,2.39,97.61,20.11,22.83,0.2,0.22
2023-02-05,76638,1451,75187,1.89,98.11,19.79,22.89,0.26,0.23
2023-02-04,92595,1528,91067,1.65,98.35,20.26,21.73,0.22,0.47
2023-02-03,108048,2318,105730,2.15,97.85,20.15,22.35,0.2,0.22
2023-02-02,106209,2209,104000,2.08,97.92,20.36,22.88,0.26,0.19
2023-02-01,101499,2203,99296,2.17,97.83,20.19,22.78,0.2,0.2
2023-01-31,94149,2013,92136,2.14,97.86,20.57,23.1,0.27,0.37
2023-01-30,77112,1952,75160,2.53,97.47,20.76,22.89,0.2,0.2
2023-01-29,80935,1436,79499,1.77,98.23,20.22,22.85,0.33,0.23
2023-01-28,105887,1761,104126,1.66,98.34,20.45,22.25,0.27,0.2
2023-01-27,104165,2109,102056,2.02,97.98,20.58,22.92,0.21,0.2
2023-01-26,107313,2312,105001,2.15,97.85,20.85,23.23,0.26,0.18
2023-01-25,103336,2338,100998,2.26,97.74,20.47,22.67,0.19,0.2
2023-01-24,97648,2090,95558,2.14,97.86,20.78,22.82,0.24,0.19
2023-01-23,82797,2065,80732,2.49,97.51,19.83,22.29,0.2,0.75
2023-01-22,82250,1540,80710,1.87,98.13,19.45,22.54,0.22,0.29
2023-01-21,106116,1875,104241,1.77,98.23,20.25,21.97,0.35,0.2
2023-01-20,102033,2147,99886,2.1,97.9,20.49,22.79,0.19,0.21
2023-01-19,107562,2254,105308,2.1,97.9,20.94,23.13,0.2,0.17
2023-01-18,98935,2039,96896,2.06,97.94,20.83,22.99,0.2,0.21
2023-01-17,92552,1964,90588,2.12,97.88,20.99,22.91,0.23,0.2
2023-01-16,71684,1362,70322,1.9,98.1,20.49,22.48,0.23,0.23
2023-01-15,88998,1532,87466,1.72,98.28,20.31,22.42,0.27,0.44
2023-01-14,105269,1852,103417,1.76,98.24,20.02,22.31,0.22,0.21
2023-01-13,101363,2175,99188,2.15,97.85,20.68,23.03,0.24,0.34
2023-01-12,103258,2183,101075,2.11,97.89,20.4,23.22,0.19,0.24
2023-01-11,99731,2139,97592,2.14,97.86,20.66,22.59,0.22,0.19
2023-01-10,93621,1892,91729,2.02,97.98,20.35,22.67,0.19,0.19
2023-01-09,78247,1935,76312,2.47,97.53,20.5,22.63,0.24,0.21
2023-01-08,76759,1441,75318,1.88,98.12,19.5,22.58,0.25,0.24
2023-01-07,98407,1882,96525,1.91,98.09,19.61,21.96,0.24,0.21
2023-01-06,95898,2199,93699,2.29,97.71,20.04,22.59,0.22,0.2
2023-01-05,93815,2073,91742,2.21,97.79,20.73,22.84,0.2,0.2
2023-01-04,87663,2090,85573,2.38,97.62,19.85,23.13,0.21,0.2
2023-01-03,77266,1831,75435,2.37,97.63,20.06,23.1,0.31,0.33
2023-01-02,57204,1364,55840,2.38,97.62,19.89,23.1,0.23,0.25
2023-01-01,68015,1173,66842,1.72,98.28,21.1,24.53,0.32,0.25
2022-12-31,78028,1696,76332,2.17,97.83,19.03,22.31,0.27,0.43
2022-12-30,83191,2026,81165,2.44,97.56,20.68,24.42,0.27,0.2
2022-12-29,84531,1960,82571,2.32,97.68,20.3,24.29,0.2,0.2
2022-12-28,80468,1824,78644,2.27,97.73,20.42,24.33,0.21,0.22
2022-12-27,77377,1808,75569,2.34,97.66,20.33,24.16,0.21,0.22
2022-12-26,59962,1435,58527,2.39,97.61,19.57,23.52,0.23,0.23
2022-12-25,44800,1049,43751,2.34,97.66,20.34,22.95,0.31,0.27
2022-12-24,69539,1597,67942,2.3,97.7,18.64,20.95,0.25,0.21
2022-12-23,87188,2323,84865,2.66,97.34,20.06,22.21,0.3,0.2
2022-12-22,93700,2387,91313,2.55,97.45,20.32,23.18,0.19,0.18
2022-12-21,103996,2509,101487,2.41,97.59,20.66,23.58,0.19,0.32
2022-12-20,106970,2374,104596,2.22,97.78,20.48,23.43,0.26,0.18
2022-12-19,101802,2239,99563,2.2,97.8,19.55,22.79,0.26,0.25
2022-12-18,96360,1327,95033,1.38,98.62,16.2,20.46,0.26,0.24
2022-12-17,119206,1800,117406,1.51,98.49,16.75,19.86,0.22,0.26
2022-12-16,120861,2101,118760,1.74,98.26,16.48,20.34,0.19,0.21
2022-12-15,124720,2152,122568,1.73,98.27,16.78,20.69,0.22,0.19
2022-12-14,123638,2047,121591,1.66,98.34,16.69,20.39,0.22,0.21
2022-12-13,118820,1939,116881,1.63,98.37,17.01,20.27,0.19,0.65
2022-12-12,106776,2000,104776,1.87,98.13,16.57,20.12,0.2,0.23
2022-12-11,100954,1495,99459,1.48,98.52,16.42,20.34,0.34,0.23
2022-12-10,123752,1885,121867,1.52,98.48,17.18,19.89,0.26,0.2
2022-12-09,128587,2100,126487,1.63,98.37,16.8,20.61,0.36,0.25
2022-12-08,127091,2270,124821,1.79,98.21,16.88,21.35,0.2,1.39
2022-12-07,119457,2026,117431,1.7,98.3,16.62,21.14,0.21,0.34
2022-12-06,114261,1816,112445,1.59,98.41,16.5,20.97,0.19,0.35
2022-12-05,107419,1840,105579,1.71,98.29,16.71,20.27,0.22,0.43
2022-12-04,104587,1480,103107,1.42,98.58,16.7,20.52,0.22,0.9
2022-12-03,123412,1590,121822,1.29,98.71,17.18,19.35,0.21,0.61
2022-12-02,123743,2048,121695,1.66,98.34,16.61,20.16,0.19,0.36
2022-12-01,124196,2135,122061,1.72,98.28,16.9,20.92,0.2,0.25
2022-11-30,111738,1946,109792,1.74,98.26,16.72,20.41,0.19,0.63
2022-11-29,113612,1874,111738,1.65,98.35,16.93,20.06,0.22,0.46
2022-11-28,99940,1900,98040,1.9,98.1,16.42,20.45,0.21,0.32
2022-11-27,84053,1342,82711,1.6,98.4,16.26,20.44,0.22,1.0
2022-11-26,93888,1486,92402,1.58,98.42,15.9,19.69,0.22,0.29
2022-11-25,82408,1425,80983,1.73,98.27,15.95,18.92,0.24,1.57
2022-11-24,66247,1194,65053,1.8,98.2,15.76,18.9,0.23,0.43
2022-11-23,100497,1845,98652,1.84,98.16,16.67,19.52,0.22,0.33
2022-11-22,108905,1867,107038,1.71,98.29,17.3,19.85,0.19,0.27
2022-11-21,103031,1777,101254,1.72,98.28,17.05,19.47,0.2,0.24
2022-11-20,76874,1265,75609,1.65,98.35,16.59,19.81,0.28,0.31
2022-11-19,90604,1445,89159,1.59,98.41,17.54,19.46,0.21,0.49
2022-11-18,90915,1826,89089,2.01,97.99,16.78,20.0,0.18,0.38
2022-11-17,90834,1755,89079,1.93,98.07,17.27,20.65,0.2,0.36
2022-11-16,88714,1698,87016,1.91,98.09,16.77,20.49,0.18,0.9
2022-11-15,86952,1717,85235,1.97,98.03,16.52,20.34,0.18,0.25
2022-11-14,77453,1544,75909,1.99,98.01,16.7,20.13,0.2,1.2
2022-11-13,106588,1420,105168,1.33,98.67,16.49,20.2,0.38,0.26
2022-11-12,124587,1591,122996,1.28,98.72,17.02,19.25,0.21,0.2
2022-11-11,110697,1762,108935,1.59,98.41,16.95,20.26,0.21,0.33
2022-11-10,126285,1993,124292,1.58,98.42,17.52,20.52,0.22,0.23
2022-11-09,123077,2014,121063,1.64,98.36,17.26,20.08,0.19,0.39
2022-11-08,115838,1836,114002,1.58,98.42,16.45,19.11,0.19,0.22
2022-11-07,105692,1855,103837,1.76,98.24,16.45,20.11,0.19,0.24
2022-11-06,96643,1139,95504,1.18,98.82,17.38,20.09,0.24,0.32
2022-11-05,124543,1668,122875,1.34,98.66,17.23,19.26,0.27,0.41
2022-11-04,123986,2049,121937,1.65,98.35,17.14,19.71,0.2,0.64
2022-11-03,124973,2025,122948,1.62,98.38,17.02,20.23,0.19,0.32
2022-11-02,120595,1992,118603,1.65,98.35,16.89,19.87,0.19,0.36
2022-11-01,114617,1863,112754,1.63,98.37,16.57,19.95,0.2,0.31
2022-10-31,96048,1750,94298,1.82,98.18,16.85,19.42,0.26,0.93
2022-10-30,101897,1460,100437,1.43,98.57,17.29,20.16,0.25,0.24
2022-10-29,121768,1722,120046,1.41,98.59,17.48,19.52,0.21,0.21
2022-10-28,125219,2040,123179,1.63,98.37,16.95,20.16,0.22,0.54
2022-10-27,126058,2148,123910,1.7,98.3,17.24,20.71,0.2,0.52
2022-10-26,122605,2046,120559,1.67,98.33,17.33,20.29,0.18,0.24
2022-10-25,117169,1859,115310,1.59,98.41,16.87,19.7,0.27,0.35
2022-10-24,105565,1928,103637,1.83,98.17,16.74,19.73,0.22,0.53
2022-10-23,99030,1475,97555,1.49,98.51,17.15,20.23,0.51,0.32
2022-10-22,122029,1667,120362,1.37,98.63,17.73,19.31,0.29,0.27
2022-10-21,122172,1906,120266,1.56,98.44,17.39,20.3,0.19,1.5
2022-10-20,126136,2130,124006,1.69,98.31,17.3,20.48,0.2,0.69
2022-10-19,123935,2059,121876,1.66,98.34,17.32,20.33,0.25,0.43
2022-10-18,119090,1939,117151,1.63,98.37,16.74,20.06,0.24,0.32
2022-10-17,105775,1850,103925,1.75,98.25,16.77,19.83,0.3,0.35
2022-10-16,102031,1501,100530,1.47,98.53,17.37,20.26,0.27,0.57
2022-10-15,121591,1797,119794,1.48,98.52,17.79,19.67,0.53,0.39
2022-10-14,120747,1967,118780,1.63,98.37,17.23,20.27,0.19,0.41
2022-10-13,122812,2053,120759,1.67,98.33,16.55,20.48,0.22,0.3
2022-10-12,119366,1944,117422,1.63,98.37,16.81,20.3,0.19,0.2
2022-10-11,113824,1845,111979,1.62,98.38,16.65,20.06,0.2,0.23
2022-10-10,88653,1629,87024,1.84,98.16,16.68,20.24,0.26,0.81
2022-10-09,92072,1437,90635,1.56,98.44,17.93,21.07,0.28,0.27
2022-10-08,116858,1707,115151,1.46,98.54,17.39,19.64,0.25,0.43
2022-10-07,118715,1914,116801,1.61,98.39,17.76,20.53,0.19,0.32
